character,pinyin,translation,category,level
国王,guó wáng,king,Noun,6
过渡,guò dù,to transition,Verb,6
过后,guò hòu,afterwards,Noun,6
过时,guò shí,to go out of fashion,Verb/Adjective,6
海内外,hǎi nèi wài,both at home and abroad,Phrase,6
海岸,hǎi àn,coast,Noun,6
海拔,hǎi bá,altitude,Noun,6
海面,hǎi miàn,sea surface,Noun,6
海域,hǎi yù,sea area,Noun,6
害,hài,harm,Noun/Verb,6
寒冬,hán dōng,cold winter,Noun,6
含义,hán yì,meaning,Noun,6
罕见,hǎn jiàn,rare,Adjective,6
旱灾,hàn zāi,drought,Noun,6
航空,háng kōng,aviation,Verb,6
毫不,háo bù,not at all,Adverb,6
毫无,háo wú,completely without,Adverb,6
毫米,háo mǐ,millimeter,Classifier,6
毫升,háo shēng,milliliter,Classifier,6
好不,hǎo bù,very,Adverb,6
好感,hǎo gǎn,good feeling,Noun,6
好容易,hǎo róng yì,with difficulty,Adjective,6
好客,hào kè,hospitable,Adjective,6
好学,hào xué,to be eager to learn,Verb,6
号召,hào zhào,to call upon,Verb,6
合并,hé bìng,to merge,Verb,6
合成,hé chéng,to synthesize,Verb,6
和平,hé píng,peace,Noun,6
和谐,hé xié,harmonious,Adjective,6
核心,hé xīn,core,Noun,6
嘿,hēi,hey,Interjection,6
黑暗,hēi àn,dark,Adjective,6
痕迹,hén jì,trace,Noun,6
狠,hěn,fierce,Verb/Adjective/Adverb,6
恨,hèn,to hate,Verb,6
横,héng,horizontal,Noun/Verb/Adjective,6
衡量,héng liáng,to measure,Verb,6
宏大,hóng dà,grand,Adjective,6
洪水,hóng shuǐ,flood,Noun,6
后代,hòu dài,offspring,Noun,6
后期,hòu qī,late stage,Noun,6
后人,hòu rén,later generations,Noun,6
后退,hòu tuì,to retreat,Verb,6
后者,hòu zhě,the latter,Noun,6
忽略,hū lüè,to neglect,Verb,6
壶,hú,pot,Noun,6
胡子,hú zi,beard,Noun,6
户,hù,measure word for households,Classifier,6
互助,hù zhù,mutual aid,Verb,6
花朵,huā duǒ,flower,Noun,6
花生,huā shēng,peanut,Noun,6
滑冰,huá bīng,to skate,Verb,6
滑行,huá xíng,to glide,Verb,6
滑雪,huá xuě,to ski,Verb,6
划,huà,to row,Verb,6
划分,huà fēn,to divide,Verb,6
化石,huà shí,fossil,Noun,6
话筒,huà tǒng,microphone,Noun,6
化妆,huà zhuāng,to put on makeup,Verb,6
怀,huái,chest,Noun/Verb,6
怀念,huái niàn,to cherish the memory of,Verb,6
怀孕,huái yùn,to be pregnant,Verb,6
欢乐,huān lè,happy,Adjective,6
环,huán,ring,Noun/Verb/Classifier,6
还原,huán yuán,to restore,Verb,6
患,huàn,to contract,Verb,6
幻想,huàn xiǎng,to fantasize,Noun/Verb,6
患者,huàn zhě,patient,Noun,6
黄,huáng,yellow,Adjective,6
皇帝,huáng dì,emperor,Noun,6
灰尘,huī chén,dust,Noun,6
灰心,huī xīn,discouraged,Adjective,6
回报,huí bào,to repay,Verb,6
回顾,huí gù,to look back,Verb,6
回头,huí tóu,to turn around,Verb/Adverb/Conjunction,6
汇,huì,to remit,Verb,6
汇报,huì bào,to report,Verb,6
绘画,huì huà,to draw,Verb,6
会见,huì jiàn,to meet,Verb,6
汇款,huì kuǎn,to remit money,Noun/Verb,6
婚姻,hūn yīn,marriage,Noun,6
混,hùn,to mix,Verb/Adverb,6
混合,hùn hé,to mix,Verb,6
混乱,hùn luàn,chaotic,Adjective,6
活力,huó lì,vitality,Noun,6
活跃,huó yuè,active,Verb/Adjective,6
火柴,huǒ chái,match,Noun,6
火灾,huǒ zāi,fire disaster,Noun,6
货币,huò bì,currency,Noun,6
货车,huò chē,truck,Noun,6
击败,jī bài,to defeat,Verb,6
基地,jī dì,base,Noun,6
机动车,jī dòng chē,motor vehicle,Noun,6
饥饿,jī è,hungry,Adjective,6
激发,jī fā,to inspire,Verb,6
基金,jī jīn,fund,Noun,6
激励,jī lì,to encourage,Verb,6
激情,jī qíng,passion,Noun,6
机械,jī xiè,machinery,Noun/Adjective,6
基因,jī yīn,gene,Noun,6
机遇,jī yù,opportunity,Noun,6
机制,jī zhì,mechanism,Noun,6
即便,jí biàn,even if,Conjunction,6
极端,jí duān,extreme,Noun/Adjective/Adverb,6
急救,jí jiù,first aid,Verb,6
急切,jí qiè,eager,Adjective,6
集团,jí tuán,group,Noun,6
极为,jí wéi,extremely,Adverb,6
吉祥,jí xiáng,auspicious,Adjective,6
继承,jì chéng,to inherit,Verb,6
季军,jì jūn,third place,Noun,6
纪律,jì lǜ,discipline,Noun,6
寂寞,jì mò,lonely,Adjective,6
技巧,jì qiǎo,skill,Noun,6
技艺,jì yì,skill,Noun,6
夹,jiā,to press,Verb,6
加倍,jiā bèi,to double,Verb/Adverb,6
家常,jiā cháng,daily life,Noun,6
家家户户,jiā jiā hù hù,every household,Noun,6
加剧,jiā jù,to intensify,Verb,6
家居,jiā jū,household,Noun,6
家属,jiā shǔ,family member,Noun,6
加以,jiā yǐ,to apply,Verb/Conjunction,6
家园,jiā yuán,homeland,Noun,6
加重,jiā zhòng,to increase in weight,Verb,6
假设,jiǎ shè,to suppose,Noun/Verb,6
嫁,jià,to marry,Verb,6
尖,jiān,sharp,Noun/Adjective,6
肩膀,jiān bǎng,shoulder,Noun,6
监测,jiān cè,to monitor,Verb,6
坚定,jiān dìng,firm,Verb/Adjective,6
监督,jiān dū,to supervise,Verb,6
坚固,jiān gù,strong,Adjective,6
坚决,jiān jué,resolute,Adjective,6
艰难,jiān nán,difficult,Adjective,6
艰辛,jiān xīn,arduous,Adjective,6
坚硬,jiān yìng,hard,Adjective,6
兼职,jiān zhí,to hold multiple jobs,Noun/Verb,6
检测,jiǎn cè,to test,Verb,6
简化,jiǎn huà,to simplify,Verb,6
简介,jiǎn jiè,to introduce briefly,Noun/Verb,6
减弱,jiǎn ruò,to weaken,Verb,6
减压,jiǎn yā,to reduce pressure,Verb,6
检验,jiǎn yàn,to inspect,Verb,6
剑,jiàn,sword,Noun,6
箭,jiàn,arrow,Noun,6
鉴定,jiàn dìng,to appraise,Noun/Verb,6
间隔,jiàn gé,interval,Noun/Verb,6
间接,jiàn jiē,indirect,Adjective,6
健全,jiàn quán,sound,Verb/Adjective,6
建筑物,jiàn zhù wù,building,Noun,6
将军,jiāng jūn,general,Noun,6
讲解,jiǎng jiě,to explain,Verb,6
奖牌,jiǎng pái,medal,Noun,6
奖品,jiǎng pǐn,prize,Noun,6
酱,jiàng,sauce,Noun/Verb,6
酱油,jiàng yóu,soy sauce,Noun,6
胶带,jiāo dài,tape,Noun,6
焦点,jiāo diǎn,focus,Noun,6
交际,jiāo jì,social interaction,Verb,6
焦虑,jiāo lǜ,anxious,Adjective,6
胶水,jiāo shuǐ,glue,Noun,6
交谈,jiāo tán,to chat,Verb,6
郊外,jiāo wài,suburb,Noun,6
角落,jiǎo luò,corner,Noun,6
脚印,jiǎo yìn,footprint,Noun,6
较为,jiào wéi,relatively,Adverb,6
教训,jiào xùn,to teach a lesson,Noun/Verb,6
结,jiē,to bear fruit,Verb,6
结果,jié guǒ,to tie,Verb,6
接连,jiē lián,in a row,Verb/Adverb,6
结实,jiē shi,sturdy,Adjective,6
街头,jiē tóu,street,Noun,6
杰出,jié chū,outstanding,Adjective,6
节能,jié néng,to save energy,Verb,6
结尾,jié wěi,to end,Noun/Verb,6
截至,jié zhì,as of,Verb,6
截止,jié zhǐ,to end,Verb,6
节奏,jié zòu,rhythm,Noun,6
解,jiě,to untie,Verb,6
解答,jiě dá,to answer,Verb,6
解读,jiě dú,to interpret,Verb,6
解放,jiě fàng,to liberate,Verb,6
解说,jiě shuō,to explain,Verb,6
借鉴,jiè jiàn,to draw lessons from,Verb,6
戒指,jiè zhi,ring,Noun,6
借助,jiè zhù,to use as a means,Verb,6
金额,jīn é,amount of money,Noun,6
金牌,jīn pái,gold medal,Noun,6
金钱,jīn qián,money,Noun,6
金融,jīn róng,finance,Noun,6
金属,jīn shǔ,metal,Noun,6
金子,jīn zi,gold,Noun,6
尽,jìn,to exhaust,Verb/Adverb,6
进而,jìn ér,then,Conjunction,6
进度,jìn dù,progress,Noun,6
进化,jìn huà,evolution,Verb,6
近来,jìn lái,recently,Noun,6
近视,jìn shì,nearsighted,Adjective,6
进展,jìn zhǎn,progress,Verb,6
精美,jīng měi,exquisite,Adjective,6
精确,jīng què,accurate,Adjective,6
惊人,jīng rén,astonishing,Adjective,6
经商,jīng shāng,to engage in business,Verb,6
精通,jīng tōng,to master,Verb,6
精心,jīng xīn,meticulously,Adverb,6
惊讶,jīng yà,surprised,Adjective,6
精致,jīng zhì,delicate,Adjective,6
精准,jīng zhǔn,accurate,Adjective,6
井,jǐng,well,Noun,6
警告,jǐng gào,to warn,Verb,6
景观,jǐng guān,landscape,Noun,6
景象,jǐng xiàng,scene,Noun,6
颈椎,jǐng zhuī,cervical vertebra,Noun,6
净,jìng,clean,Adjective/Adverb,6
竞赛,jìng sài,to compete,Verb,6
镜头,jìng tóu,lens,Noun,6
纠纷,jiū fēn,dispute,Noun,6
纠正,jiū zhèng,to correct,Verb,6
酒精,jiǔ jīng,alcohol,Noun,6
酒水,jiǔ shuǐ,alcoholic beverages,Noun,6
就读,jiù dú,to attend school,Verb,6
舅舅,jiù jiu,uncle,Noun,6
救命,jiù mìng,to save a life,Verb,6
就算,jiù suàn,even if,Conjunction,6
救援,jiù yuán,rescue,Verb,6
救灾,jiù zāi,to provide disaster relief,Verb,6
救助,jiù zhù,to help,Verb,6
局,jú,measure word for games,Noun/Classifier,6
菊花,jú huā,chrysanthemum,Noun,6
局面,jú miàn,situation,Noun,6
局限,jú xiàn,to limit,Verb,6
举动,jǔ dòng,action,Noun,6
剧本,jù běn,script,Noun,6
聚集,jù jí,to gather,Verb,6
俱乐部,jù lè bù,club,Noun,6
剧烈,jù liè,intense,Adjective,6
捐款,juān kuǎn,to donate money,Noun/Verb,6
捐赠,juān zèng,to donate,Verb,6
卷,juǎn,to roll,Noun/Verb/Classifier,6
卷,juàn,measure word for books,Noun/Classifier,6
决策,jué cè,to decide,Noun/Verb,6
绝望,jué wàng,to despair,Verb,6
军队,jūn duì,army,Noun,6
军人,jūn rén,soldier,Noun,6
均匀,jūn yún,even,Adjective,6
卡片,kǎ piàn,card,Noun,6
开创,kāi chuàng,to start,Verb,6
开关,kāi guān,switch,Noun,6
开启,kāi qǐ,to open,Verb,6
开设,kāi shè,to open a business or course,Verb,6
开头,kāi tóu,to start,Noun/Verb,6
砍,kǎn,to cut,Verb,6
看不起,kàn bu qǐ,to look down upon,Verb,6
看待,kàn dài,to regard,Verb,6
看得起,kàn de qǐ,to think highly of,Verb,6
看好,kàn hǎo,to be optimistic about,Verb,6
看似,kàn sì,to seem,Verb,6
看中,kàn zhòng,to take a fancy to,Verb,6
看重,kàn zhòng,to value,Verb,6
康复,kāng fù,to recover,Verb,6
考察,kǎo chá,to investigate,Verb,6
考古,kǎo gǔ,to engage in archaeology,Noun/Verb,6
考核,kǎo hé,to assess,Verb,6
考验,kǎo yàn,to test,Verb,6
科,kē,field,Noun,6
科幻,kē huàn,science fiction,Noun,6
科目,kē mù,subject,Noun,6
科普,kē pǔ,to popularize science,Verb,6
可口,kě kǒu,delicious,Adjective,6
可怜,kě lián,pitiful,Verb/Adjective,6
渴望,kě wàng,to long for,Verb,6
可行,kě xíng,feasible,Adjective,6
客车,kè chē,passenger bus,Noun,6
课题,kè tí,topic,Noun,6
肯,kěn,to be willing,Verb,6
恐惧,kǒng jù,fearful,Adjective,6
空地,kòng dì,open space,Noun,6
空闲,kòng xián,free,Noun/Adjective,6
口感,kǒu gǎn,taste,Noun,6
口号,kǒu hào,slogan,Noun,6
口腔,kǒu qiāng,oral cavity,Noun,6
口头,kǒu tóu,oral,Noun/Adjective,6
扣,kòu,to deduct,Noun/Verb,6
枯燥,kū zào,dry,Adjective,6
酷,kù,cool,Adjective,6
夸,kuā,to boast,Verb,6
夸奖,kuā jiǎng,to praise,Verb,6
夸张,kuā zhāng,exaggerated,Adjective,6
会计,kuài jì,accountant,Noun,6
快捷,kuài jié,fast,Adjective,6
款,kuǎn,sum of money,Noun/Classifier,6
款式,kuǎn shì,style,Noun,6
亏损,kuī sǔn,to lose money,Verb,6
困扰,kùn rǎo,to trouble,Verb,6
扩展,kuò zhǎn,to expand,Verb,6
落,là,to leave behind,Verb,6
辣椒,là jiāo,chili pepper,Noun,6
啦,la,particle expressing excitement or certainty,Particle,6
来临,lái lín,to come,Verb,6
来往,lái wǎng,to come and go,Verb,6
赖,lài,bad,Verb/Adjective,6
拦,lán,to block,Verb,6
栏,lán,railing,Noun,6
兰花,lán huā,orchid,Noun,6
烂,làn,rotten,Adjective,6
狼,láng,wolf,Noun,6
朗读,lǎng dú,to read aloud,Verb,6
牢,láo,prison,Noun/Adjective,6
劳动力,láo dòng lì,labor force,Noun,6
老实,lǎo shi,honest,Adjective,6
老鼠,lǎo shǔ,mouse,Noun,6
老太太,lǎo tài tai,old lady,Noun,6
乐于,lè yú,to be happy to,Verb,6
雷,léi,thunder,Noun,6
类别,lèi bié,category,Noun,6
理,lǐ,reason,Noun/Verb,6
理财,lǐ cái,to manage money,Verb,6
理科,lǐ kē,science,Noun,6
理念,lǐ niàn,idea,Noun,6
理性,lǐ xìng,rational,Noun/Adjective,6
立,lì,to stand,Verb,6
粒,lì,grain,Noun/Classifier,6
立场,lì chǎng,position,Noun,6
力度,lì dù,intensity,Noun,6
历经,lì jīng,to experience,Verb,6
历年,lì nián,over the years,Noun,6
例外,lì wài,to be an exception,Noun/Verb,6
利息,lì xī,interest,Noun,6
联合国,Lián hé guó,United Nations,Noun,6
联网,lián wǎng,to network,Verb,6
联想,lián xiǎng,to associate,Verb,6
链接,liàn jiē,to link,Verb,6
两岸,liǎng àn,both sides,Noun,6
两极,liǎng jí,two poles,Noun,6
晾,liàng,to dry,Verb,6
料,liào,material,Noun/Verb,6
淋,lín,to drench,Verb,6
凌晨,líng chén,very early morning,Noun,6
流程,liú chéng,process,Noun,6
流动,liú dòng,to flow,Verb,6
浏览器,liú lǎn qì,browser,Noun,6
流量,liú liàng,traffic,Noun,6
流入,liú rù,to flow into,Verb,6
流通,liú tōng,to circulate,Verb,6
楼道,lóu dào,corridor,Noun,6
露,lòu,to expose,Verb,6
漏洞,lòu dòng,loophole,Noun,6
露,lù,to expose,Verb,6
路程,lù chéng,distance,Noun,6
路况,lù kuàng,road conditions,Noun,6
路面,lù miàn,road surface,Noun,6
录像,lù xiàng,video recording,Noun/Verb,6
录用,lù yòng,to hire,Verb,6
录制,lù zhì,to record,Verb,6
旅程,lǚ chéng,journey,Noun,6
旅途,lǚ tú,trip,Noun,6
履行,lǚ xíng,to perform,Verb,6
率,lǜ,suffix meaning rate,Suffix,6
绿化,lǜ huà,to afforest,Verb,6
轮,lún,wheel,Noun/Verb/Classifier,6
轮船,lún chuán,steamship,Noun,6
轮流,lún liú,to take turns,Verb,6
轮椅,lún yǐ,wheelchair,Noun,6
轮子,lún zi,wheel,Noun,6
论坛,lùn tán,forum,Noun,6
落地,luò dì,to land,Verb,6
落后,luò hòu,to lag behind,Verb/Adjective,6
马虎,mǎ hu,careless,Adjective,6
码头,mǎ tóu,dock,Noun,6
蚂蚁,mǎ yǐ,ant,Noun,6
嘛,ma,particle indicating obviousness or emphasis,Particle,6
埋,mái,to bury,Verb,6
迈,mài,to step,Verb,6
麦克风,mài kè fēng,microphone,Noun,6
漫长,màn cháng,very long,Adjective,6
漫画,màn huà,comic,Noun,6
盲人,máng rén,blind person,Noun,6
冒,mào,to emit,Verb,6
冒险,mào xiǎn,to take a risk,Verb,6
贸易,mào yì,trade,Noun,6
煤,méi,coal,Noun,6
梅花,méi huā,plum blossom,Noun,6
眉毛,méi mao,eyebrow,Noun,6
美观,měi guān,beautiful,Adjective,6
弥补,mí bǔ,to compensate,Verb,6
迷人,mí rén,charming,Adjective,6
密,mì,dense,Adjective,6
密度,mì dù,density,Noun,6
蜜蜂,mì fēng,bee,Noun,6
密集,mì jí,to concentrate,Verb/Adjective,6
棉,mián,cotton,Noun,6
免,miǎn,to exempt,Verb,6
勉强,miǎn qiǎng,reluctant,Verb/Adjective,6
免税,miǎn shuì,tax-free,Verb,6
免疫,miǎn yì,to be immune,Verb,6
面部,miàn bù,face,Noun,6
面粉,miàn fěn,flour,Noun,6
面子,miàn zi,face,Noun,6
描绘,miáo huì,to depict,Verb,6
描写,miáo xiě,to describe,Verb,6
妙,miào,wonderful,Adjective,6
灭,miè,to extinguish,Verb,6
民歌,mín gē,folk song,Noun,6
民间,mín jiān,folk,Noun,6
民俗,mín sú,folk custom,Noun,6
民宿,mín sù,homestay,Noun,6
民众,mín zhòng,public,Noun,6
民主,mín zhǔ,democracy,Noun/Adjective,6
名额,míng é,quota,Noun,6
明亮,míng liàng,bright,Adjective,6
明明,míng míng,obviously,Adverb,6
名气,míng qì,fame,Noun,6
名胜,míng shèng,famous scenic spot,Noun,6
命令,mìng lìng,to order,Noun/Verb,6
命名,mìng míng,to name,Verb,6
模仿,mó fǎng,to imitate,Verb,6
模拟,mó nǐ,to simulate,Verb,6
模特儿,mó tèr,model,Noun,6
摩托车,mó tuō chē,motorcycle,Noun,6
模型,mó xíng,model,Noun,6
默默,mò mò,silently,Adverb,6
模样,mú yàng,appearance,Noun,6
母,mǔ,female,Adjective,6
母语,mǔ yǔ,mother tongue,Noun,6
木材,mù cái,timber,Noun,6
目录,mù lù,catalog,Noun,6
奶粉,nǎi fěn,milk powder,Noun,6
难点,nán diǎn,difficult point,Noun,6
南极洲,Nán jí zhōu,Antarctica,Noun,6
南美洲,Nán Měi zhōu,South America,Noun,6
难免,nán miǎn,inevitable,Adjective,6
脑袋,nǎo dài,head,Noun,6
脑子,nǎo zi,brain,Noun,6
内涵,nèi hán,connotation,Noun,6
内科,nèi kē,internal medicine,Noun,6
内外,nèi wài,inside and outside,Noun,6
内衣,nèi yī,underwear,Noun,6
能量,néng liàng,energy,Noun,6
能源,néng yuán,energy,Noun,6
泥,ní,mud,Noun,6
年度,nián dù,year,Noun,6
年终,nián zhōng,end of the year,Noun,6
念书,niàn shū,to study,Verb,6
扭,niǔ,to twist,Verb,6
农产品,nóng chǎn pǐn,agricultural product,Noun,6
浓厚,nóng hòu,strong,Adjective,6
农田,nóng tián,farmland,Noun,6
暖,nuǎn,warm,Verb/Adjective,6
暖气,nuǎn qì,heater,Noun,6
偶像,ǒu xiàng,idol,Noun,6
排除,pái chú,to exclude,Verb,6
排放,pái fàng,to emit,Verb,6
排练,pái liàn,to rehearse,Verb,6
排名,pái míng,to rank,Verb,6
盘,pán,measure word for plates,Verb/Classifier,6
盼望,pàn wàng,to long for,Verb,6
庞大,páng dà,huge,Adjective,6
抛,pāo,to throw,Verb,6
泡,pào,bubble,Noun/Verb,6
赔,péi,to compensate,Verb,6
陪,péi,to accompany,Verb,6
培养,péi yǎng,to cultivate,Verb,6
配备,pèi bèi,to equip,Noun/Verb,6
佩服,pèi fú,to admire,Verb,6
配套,pèi tào,to form a complete set,Verb,6
喷,pēn,to spray,Verb,6
捧,pěng,to hold in both hands,Verb/Classifier,6
碰,pèng,to collide,Verb,6
披,pī,to drape over,Verb,6
皮,pí,skin,Noun/Adjective,6
疲惫,pí bèi,tired,Adjective,6
片刻,piàn kè,short moment,Noun,6
片面,piàn miàn,one-sided,Adjective,6
骗子,piàn zi,swindler,Noun,6
飘,piāo,to float,Verb/Adjective,6
漂流,piāo liú,to drift,Verb,6
频道,pín dào,channel,Noun,6
频繁,pín fán,frequent,Adjective,6
贫困,pín kùn,poor,Adjective,6
频率,pín lǜ,frequency,Noun,6
品尝,pǐn cháng,to taste,Verb,6
平等,píng děng,equal,Adjective,6
平凡,píng fán,ordinary,Adjective,6
平方,píng fāng,square,Noun/Classifier,6
平方米,píng fāng mǐ,square meter,Classifier,6
评估,píng gū,to evaluate,Verb,6
评论,píng lùn,to comment,Noun/Verb,6
评选,píng xuǎn,to select,Verb,6
坡,pō,slope,Noun/Adjective,6
泼,pō,to splash,Verb,6
破产,pò chǎn,to go bankrupt,Verb,6
迫切,pò qiè,urgent,Adjective,6
扑,pū,to pounce on,Verb,6
铺,pū,to spread,Verb,6
扑灭,pū miè,to extinguish,Verb,6
朴素,pǔ sù,simple,Adjective,6
欺骗,qī piàn,to deceive,Verb,6
期望,qī wàng,to expect,Verb,6
期限,qī xiàn,time limit,Noun,6
其间,qí jiān,in the meantime,Noun,6
齐全,qí quán,complete,Adjective,6
棋子,qí zi,chess piece,Noun,6
起初,qǐ chū,at first,Noun,6
起点,qǐ diǎn,starting point,Noun,6
启动,qǐ dòng,to start,Verb,6
启发,qǐ fā,to inspire,Verb,6
启示,qǐ shì,to reveal,Noun/Verb,6
启事,qǐ shì,notice,Noun,6
起源,qǐ yuán,to originate,Noun/Verb,6
气氛,qì fēn,atmosphere,Noun,6
气体,qì tǐ,gas,Noun,6
气味,qì wèi,smell,Noun,6
气质,qì zhì,temperament,Noun,6
恰当,qià dàng,appropriate,Adjective,6
恰好,qià hǎo,just right,Adverb,6
恰恰,qià qià,just,Adverb,6
牵,qiān,to pull,Verb,6
千家万户,qiān jiā wàn hù,countless households,Phrase,6
谦虚,qiān xū,modest,Verb/Adjective,6
前景,qián jǐng,prospect,Noun,6
潜力,qián lì,potential,Noun,6
前期,qián qī,early stage,Noun,6
前提,qián tí,premise,Noun,6
前者,qián zhě,the former,Noun,6
枪,qiāng,gun,Noun,6
墙壁,qiáng bì,wall,Noun,6
强化,qiáng huà,to strengthen,Verb,6
强壮,qiáng zhuàng,strong,Verb/Adjective,6
强迫,qiǎng pò,to force,Verb,6
瞧,qiáo,to look,Verb,6
桥梁,qiáo liáng,bridge,Noun,6
巧妙,qiǎo miào,clever,Adjective,6
切实,qiè shí,practical,Adjective,6
亲密,qīn mì,close,Adjective,6
亲属,qīn shǔ,relative,Noun,6
勤劳,qín láo,hardworking,Adjective,6
清,qīng,clear,Verb/Adjective,6
清晨,qīng chén,early morning,Noun,6
青春,qīng chūn,youth,Noun,6
青春期,qīng chūn qī,adolescence,Noun,6
清淡,qīng dàn,light,Adjective,6
清洁,qīng jié,clean,Adjective,6
清理,qīng lǐ,to clean,Verb,6
清扫,qīng sǎo,to sweep,Verb,6
倾听,qīng tīng,to listen attentively,Verb,6
清洗,qīng xǐ,to wash,Verb,6
清晰,qīng xī,clear,Adjective,6
倾向,qīng xiàng,to tend,Noun/Verb,6
清醒,qīng xīng,sober,Verb/Adjective,6
情节,qíng jié,plot,Noun,6
晴朗,qíng lǎng,sunny,Adjective,6
情形,qíng xíng,situation,Noun,6
求,qiú,to request,Verb,6
求婚,qiú hūn,to propose marriage,Verb,6
求救,qiú jiù,to cry for help,Verb,6
求职,qiú zhí,to apply for a job,Verb,6
求助,qiú zhù,to ask for help,Verb,6
区分,qū fēn,to differentiate,Verb,6
渠道,qú dào,channel,Noun,6
曲,qǔ,song,Noun,6
娶,qǔ,to marry,Verb,6
取代,qǔ dài,to replace,Verb,6
趣味,qù wèi,interest,Noun,6
圈,quān,circle,Noun/Verb,6
全程,quán chéng,whole journey,Noun,6
权力,quán lì,power,Noun,6
券,quàn,ticket,Noun,6
缺陷,quē xiàn,defect,Noun,6
确立,què lì,to establish,Verb,6
群众,qún zhòng,crowd,Noun,6
燃料,rán liào,fuel,Noun,6
染,rǎn,to dye,Verb,6
热点,rè diǎn,hot spot,Noun,6
热度,rè dù,heat,Noun,6
热门,rè mén,hot,Noun,6
热水器,rè shuǐ qì,water heater,Noun,6
热线,rè xiàn,hotline,Noun,6
热议,rè yì,heated discussion,Verb,6
人工智能,rén gōng zhì néng,artificial intelligence,Noun,6
人家,rén jia,other people,Pronoun,6
人均,rén jūn,per capita,Verb,6
人山人海,rén shān rén hǎi,a sea of people,Phrase,6
人士,rén shì,personage,Noun,6
人事,rén shì,personnel,Noun,6
人为,rén wéi,man-made,Adjective,6
人行道,rén xíng dào,sidewalk,Noun,6
忍受,rén shòu,to endure,Verb,6
认错,rèn cuò,to admit a mistake,Verb,6
认定,rèn dìng,to determine,Verb,6
认可,rèn kě,to approve,Verb,6
认同,rèn tóng,to identify with,Verb,6
认知,rèn zhī,to recognize,Verb,6
仍旧,réng jiù,still,Adverb,6
日后,rì hòu,in the future,Noun,6
日前,rì qián,a few days ago,Noun,6
日夜,rì yè,day and night,Noun,6
日益,rì yì,increasingly,Adverb,6
融合,róng hé,to blend,Verb,6
融化,róng huà,to melt,Verb,6
容量,róng liàng,capacity,Noun,6
融入,róng rù,to integrate into,Verb,6
荣誉,róng yù,honor,Noun,6
柔软,róu ruǎn,soft,Adjective,6
入境,rù jìng,to enter a country,Verb,6
入门,rù mén,to get started,Noun/Verb,6
入选,rù xuǎn,to be selected,Verb,6
弱点,ruò diǎn,weakness,Noun,6
撒,sǎ,to sprinkle,Verb,6
塞,sāi,to stuff,Noun/Verb,6
赛事,sài shì,competition event,Noun,6
散,sàn,to scatter,Verb,6
散文,sǎn wén,prose,Noun,6
散发,sàn fā,to emit,Verb,6
嗓子,sǎng zi,throat,Noun,6
丧失,sàng shī,to lose,Verb,6
扫描,sǎo miáo,to scan,Verb,6
杀,shā,to kill,Verb,6
刹车,shā chē,to brake,Noun/Verb,6
鲨鱼,shā yú,shark,Noun,6
筛选,shāi xuǎn,to screen,Verb,6
山顶,shān dǐng,mountaintop,Noun,6
山峰,shān fēng,mountain peak,Noun,6
山坡,shān pō,mountain slope,Noun,6
闪,shǎn,to flash,Verb,6
闪电,shǎn diàn,lightning,Noun,6
扇,shàn,measure word for doors,Classifier,6
商标,shāng biāo,trademark,Noun,6
伤口,shāng kǒu,wound,Noun,6
伤亡,shāng wáng,to be injured,Noun/Verb,6
伤员,shāng yuán,wounded person,Noun,6
上当,shàng dàng,to be cheated,Verb,6
上级,shàng jí,superior,Noun,6
上进,shàng jìn,to make progress,Verb,6
上市,shàng shì,to go public with shares,Verb,6
上述,shàng shù,above-mentioned,Adjective,6
上台,shàng tái,to take the stage,Verb,6
上旬,shàng xún,early part of the month,Noun,6
少儿,shào ér,children,Noun,6
舌头,shé tou,tongue,Noun,6
社,shè,society,Noun,6
射,shè,to shoot,Verb,6
涉及,shè jí,to involve,Verb,6
射击,shè jī,shooting,Verb,6
摄像,shè xiàng,to videotape,Verb,6
设想,shè xiǎng,to imagine,Verb,6
摄像头,shè xiàng tóu,camera,Noun,6
身心,shēn xīn,body and mind,Noun,6
深夜,shēn yè,late night,Noun,6
神,shén,god,Noun/Adjective,6
神经,shén jīng,nerve,Noun,6
神奇,shén qí,magical,Adjective,6
审美,shěn měi,to appreciate beauty,Verb,6
升,shēng,liter,Classifier,6
生成,shēng chéng,to generate,Verb,6
声调,shēng diào,tone,Noun,6
生命力,shēng mìng lì,vitality,Noun,6
生态,shēng tài,ecology,Noun,6
升学,shēng xué,to go on to higher education,Verb,6
剩余,shèng yú,remaining,Verb,6
诗词,shī cí,poetry,Noun,6
湿度,shī dù,humidity,Noun,6
师父,shī fu,master,Noun,6
诗歌,shī gē,poetry,Noun,6
狮子,shī zi,lion,Noun,6
识,shí,to know,Verb,6
拾,shí,to pick up,Verb,6
识别,shí bié,to distinguish,Verb,6
时光,shí guāng,time,Noun,6
实话,shí huà,truth,Noun,6
实惠,shí huì,tangible benefit,Noun/Adjective,6
时机,shí jī,opportunity,Noun,6
时尚,shí shàng,fashion,Noun/Adjective,6
实时,shí shí,real-time,Adverb,6
时速,shí sù,speed per hour,Noun,6
石油,shí yóu,petroleum,Noun,6
食欲,shí yù,appetite,Noun,6
实质,shí zhì,substance,Noun,6
十足,shí zú,full,Adjective,6
使劲,shǐ jìn,to exert effort,Verb,6
士兵,shì bīng,soldier,Noun,6
